formula,g,i,intensity,name,q
C276H441N73O89S3,-1,18,63907,c59,6
C13H22N3O7,0,18,111061,z3,1
C13H22N3O7,1,18,13472,z3,1
C18H29N4O10,0,18,61691,z4,1
C21H34N5O12,0,18,79574,z5,1
C27H41N8O13,0,18,132938,z6,1
C27H41N8O13,1,18,7013,z6,1
C33H52N9O14,0,18,39785,z7,1
C37H59N10O16,0,18,60912,z8,1
C37H59N10O16,1,18,15169,z8,1
C37H59N10O16,6,18,13983,z8,1
C37H59N10O16,7,18,295915,z8,1
C43H70N11O17,0,18,126486,z9,1
C43H70N11O17,1,18,12728,z9,1
C43H70N11O17,2,18,9620,z9,1
C49H82N13O18,0,18,54634,z10,1
C49H82N13O18,4,18,24975,z10,1
C49H82N13O18,0,18,80425,z10,2
C55H94N15O19,0,18,164575,z11,2
C57H97N16O20,0,18,82041,z12,2
C57H97N16O20,1,18,24987,z12,2
C62H106N17O21,0,18,80281,z13,2
C70H118N19O24,0,18,456147,z15,2
C74H123N20O27,0,18,243695,z16,2
C74H123N20O27,1,18,30761,z16,2
C77H128N21O29,0,18,14264,z17,3
C81H134N23O31,0,18,146541,z18,2
C81H134N23O31,1,18,38743,z18,2
C81H134N23O31,0,18,63062,z18,3
C87H145N24O32,0,18,75319,z19,2
C91H151N26O34,0,18,134515,z20,2
C91H151N26O34,1,18,35543,z20,2
C91H151N26O34,0,18,109803,z20,3
C91H151N26O34,1,18,3114,z20,3
C98H163N28O37S1,0,18,47125,z22,2
C98H163N28O37S1,2,18,5882,z22,2
C98H163N28O37S1,3,18,79680,z22,2
C104H175N30O38S1,0,18,28799,z23,2
C104H175N30O38S1,1,18,98169,z23,2
C104H175N30O38S1,15,18,13892,z23,2
C104H175N30O38S1,16,18,57615,z23,2
C104H175N30O38S1,0,18,29377,z23,3
C107H180N31O40S1,0,18,32618,z24,2
C107H180N31O40S1,2,18,44471,z24,2
C107H180N31O40S1,0,18,50503,z24,3
C110H185N32O42S1,0,18,12823,z25,2
C110H185N32O42S1,1,18,81046,z25,2
C110H185N32O42S1,0,18,129892,z25,3
C119H197N36O44S2,6,18,28129,z27,3
C124H205N38O46S2,0,18,17268,z28,3
C124H205N38O46S2,10,18,48331,z28,3
C127H210N39O48S2,8,18,64020,z29,3
C133H221N40O49S2,0,18,31211,z30,4
C138H229N42O51S2,0,18,71568,z31,4
C144H241N44O52S2,0,18,63334,z32,3
C144H241N44O52S2,2,18,78828,z32,3
C144H241N44O52S2,0,18,146337,z32,4
C146H244N45O53S2,0,18,75563,z33,3
C146H244N45O53S2,2,18,126768,z33,3
C146H244N45O53S2,0,18,173778,z33,4
C151H251N46O56S2,0,18,276305,z34,3
C151H251N46O56S2,1,18,29748,z34,3
C151H251N46O56S2,2,18,33510,z34,3
C151H251N46O56S2,3,18,23656,z34,3
C151H251N46O56S2,6,18,15780,z34,3
C151H251N46O56S2,7,18,76126,z34,3
C151H251N46O56S2,0,18,428379,z34,4
C151H251N46O56S2,0,18,56745,z34,5
C157H258N49O57S2,0,18,241189,z35,4
C157H258N49O57S2,2,18,43437,z35,4
C157H258N49O57S2,0,18,79069,z35,5
C161H263N50O60S2,0,18,119360,z36,4
C161H263N50O60S2,1,18,40516,z36,4
C161H263N50O60S2,0,18,51337,z36,5
C161H263N50O60S2,1,18,86126,z36,5
C165H270N51O62S2,0,18,175067,z37,4
C165H270N51O62S2,1,18,8351,z37,4
C165H270N51O62S2,0,18,82896,z37,5
C176H280N53O63S2,0,18,94564,z38,4
C176H280N53O63S2,3,18,63209,z38,4
C176H280N53O63S2,0,18,135116,z38,5
C176H280N53O63S2,1,18,8202,z38,5
C184H292N55O66S2,11,18,41552,z40,3
C184H292N55O66S2,12,18,68201,z40,3
C184H292N55O66S2,0,18,292653,z40,4
C184H292N55O66S2,6,18,101001,z40,4
C184H292N55O66S2,7,18,61283,z40,4
C184H292N55O66S2,10,18,289018,z40,4
C184H292N55O66S2,13,18,177539,z40,4
C184H292N55O66S2,0,18,269732,z40,5
C209H333N60O73S2,0,18,45993,z45,4
C209H333N60O73S2,1,18,166399,z45,4
C209H333N60O73S2,0,18,316521,z45,5
C209H333N60O73S2,0,18,160837,z45,6
C215H345N62O74S2,0,18,33076,z46,4
C215H345N62O74S2,1,18,50967,z46,4
C215H345N62O74S2,3,18,17113,z46,4
C215H345N62O74S2,0,18,111186,z46,5
C215H345N62O74S2,2,18,16043,z46,5
C219H352N63O76S2,0,18,115065,z47,5
C219H352N63O76S2,1,18,33245,z47,5
C219H352N63O76S2,0,18,35077,z47,6
C219H352N63O76S2,1,18,75757,z47,6
C228H361N64O77S2,0,18,57516,z48,4
C228H361N64O77S2,1,18,148245,z48,4
C228H361N64O77S2,0,18,334763,z48,5
C228H361N64O77S2,5,18,10328,z48,5
C228H361N64O77S2,0,18,303855,z48,6
C237H370N65O78S2,0,18,167371,z49,4
C237H370N65O78S2,1,18,37564,z49,4
C237H370N65O78S2,2,18,42087,z49,4
C237H370N65O78S2,4,18,101020,z49,4
C237H370N65O78S2,0,18,277558,z49,5
C237H370N65O78S2,1,18,123881,z49,5
C237H370N65O78S2,0,18,320147,z49,6
C242H377N66O81S2,1,18,220963,z50,5
C242H377N66O81S2,0,18,31436,z50,6
C242H377N66O81S2,1,18,48860,z50,6
C247H384N67O84S2,0,18,128013,z51,5
C247H384N67O84S2,0,18,120972,z51,6
C247H384N67O84S2,1,18,288,z51,6
C253H395N68O85S2,0,18,2707,z52,5
C253H395N68O85S2,1,18,111313,z52,5
C256H400N69O86S2,1,18,125249,z53,5
C256H400N69O86S2,4,18,65160,z53,5
C262H412N71O87S2,1,18,149733,z54,5
C262H412N71O87S2,4,18,79355,z54,5
C262H412N71O87S2,0,18,216414,z54,6
C262H412N71O87S2,1,18,9602,z54,6
C262H412N71O87S2,3,18,22128,z54,6
C267H420N73O89S2,0,18,218140,z55,5
C267H420N73O89S2,3,18,49391,z55,5
C267H420N73O89S2,0,18,193237,z55,6
C267H420N73O89S2,1,18,133197,z55,6
C267H420N73O89S2,0,18,152253,z55,7
C273H432N77O90S2,0,18,113599,z56,6
C273H432N77O90S2,0,18,153253,z56,7
C279H444N79O91S2,0,18,160589,z57,6
C283H449N80O94S2,0,18,87385,z58,5
C283H449N80O94S2,2,18,72141,z58,5
C283H449N80O94S2,0,18,251142,z58,6
C283H449N80O94S2,3,18,83793,z58,6
C283H449N80O94S2,0,18,193287,z58,7
C283H449N80O94S2,1,18,75596,z58,7
C283H449N80O94S2,0,18,36372,z58,8
C283H449N80O94S2,1,18,17544,z58,8
C288H456N81O97S2,1,18,102672,z59,5
C288H456N81O97S2,0,18,160432,z59,6
C288H456N81O97S2,1,18,68743,z59,6
C288H456N81O97S2,5,18,70834,z59,6
C288H456N81O97S2,12,18,93888,z59,6
C288H456N81O97S2,0,18,108735,z59,7
C288H456N81O97S2,1,18,96149,z59,7
C293H465N82O98S2,0,18,80867,z60,5
C293H465N82O98S2,2,18,137361,z60,5
C293H465N82O98S2,0,18,298088,z60,6
C293H465N82O98S2,2,18,52536,z60,6
C293H465N82O98S2,4,18,18668,z60,6
C293H465N82O98S2,0,18,119995,z60,7
C293H465N82O98S2,1,18,96139,z60,7
C293H465N82O98S2,5,18,11468,z60,7
C297H470N83O101S2,1,18,30334,z61,6
C297H470N83O101S2,0,18,132720,z61,7
C297H470N83O101S2,1,18,81586,z61,7
C303H482N85O102S2,0,18,64066,z62,7
C307H487N86O105S2,2,18,217729,z63,7
C307H487N86O105S2,0,18,78898,z63,8
C313H498N87O106S2,1,18,176935,z64,6
C313H498N87O106S2,1,18,138776,z64,7
C313H498N87O106S2,0,18,55302,z64,8
C319H510N91O107S2,0,18,333291,z65,6
C319H510N91O107S2,0,18,274232,z65,7
C319H510N91O107S2,0,18,128203,z65,8
C319H510N91O107S2,2,18,28871,z65,8
C322H515N92O109S2,2,18,140907,z66,6
C322H515N92O109S2,0,18,70402,z66,7
C322H515N92O109S2,2,18,49282,z66,7
C372H590N109O121S2,5,18,87042,z75,8
C382H606N111O125S2,0,18,694396,z77,7
C382H606N111O125S2,0,18,945775,z77,8
C382H606N111O125S2,0,18,730473,z77,9
C532H844N149O168S2,8,18,244344,z106,11
C541H853N150O169S2,5,18,59769,z107,11
C541H853N150O169S2,8,18,54437,z107,11
C16H30N6O6S1,3,19,304202,c5,1
C16H30N6O6S1,4,19,7143,c5,1
C16H30N6O6S1,12,19,21565,c5,1
C16H30N6O6S1,13,19,9965,c5,1
C32H56N10O12S2,-1,19,20532,c9,2
C32H56N10O12S2,6,19,27855,c9,2
C32H56N10O12S2,9,19,63077,c9,2
C52H92N16O19S2,11,19,27881,c13,3
C68H120N20O23S3,3,19,15410,c16,4
C68H120N20O23S3,4,19,38990,c16,4
C68H120N20O23S3,7,19,49236,c16,4
C68H120N20O23S3,14,19,4448,c16,4
C77H134N22O26S3,6,19,32638,c18,4
C18H29N4O10,11,19,11705,z4,1
C37H59N10O16,0,19,35009,z8,2
C37H59N10O16,2,19,220229,z8,2
C37H59N10O16,12,19,5282,z8,2
C55H94N15O19,0,19,126816,z11,3
C55H94N15O19,2,19,22505,z11,3
C55H94N15O19,4,19,138757,z11,3
C55H94N15O19,5,19,29930,z11,3
C55H94N15O19,11,19,26600,z11,3
C55H94N15O19,16,19,12920,z11,3
C57H97N16O20,2,19,15290,z12,3
C57H97N16O20,4,19,10189,z12,3
C57H97N16O20,5,19,37822,z12,3
C57H97N16O20,6,19,28795,z12,3
C57H97N16O20,14,19,34032,z12,3
C62H106N17O21,4,19,9327,z13,3
C62H106N17O21,5,19,19898,z13,3
C74H123N20O27,1,19,36412,z16,4
C95H158N27O36,0,19,310513,z21,5
C95H158N27O36,2,19,116938,z21,5
C16H30N6O6S1,2,20,16635,c5,1
C16H30N6O6S1,3,20,243979,c5,1
C16H30N6O6S1,5,20,6848,c5,1
C16H30N6O6S1,16,20,21552,c5,1
C52H92N16O19S2,1,20,54885,c13,3
C52H92N16O19S2,6,20,2457,c13,3
C68H120N20O23S3,14,20,151589,c16,4
C91H155N25O32S3,10,20,28888,c21,5
C18H29N4O10,11,20,23009,z4,1
C18H29N4O10,13,20,15083,z4,1
C18H29N4O10,16,20,3332,z4,1
C37H59N10O16,0,20,38954,z8,2
C37H59N10O16,11,20,9608,z8,2
C37H59N10O16,12,20,6751,z8,2
C37H59N10O16,16,20,8405,z8,2
C55H94N15O19,0,20,68574,z11,3
C55H94N15O19,1,20,108894,z11,3
C57H97N16O20,14,20,33309,z12,3
C95H158N27O36,3,20,149500,z21,5
C95H158N27O36,6,20,17792,z21,5
C95H158N27O36,14,20,133558,z21,5
C16H30N6O6S1,-1,21,14688,c5,1
C16H30N6O6S1,2,21,2153,c5,1
C16H30N6O6S1,3,21,10768,c5,1
C16H30N6O6S1,4,21,22220,c5,1
C16H30N6O6S1,6,21,16420,c5,1
C16H30N6O6S1,8,21,275098,c5,1
C16H30N6O6S1,15,21,2935,c5,1
C16H30N6O6S1,16,21,16840,c5,1
C32H56N10O12S2,9,21,45642,c9,2
C52H92N16O19S2,10,21,51459,c13,3
C68H120N20O23S3,4,21,44610,c16,4
C115H197N33O37S3,7,21,16023,c26,6
C18H29N4O10,7,21,5204,z4,1
C18H29N4O10,11,21,10841,z4,1
C18H29N4O10,13,21,18060,z4,1
C37H59N10O16,0,21,43584,z8,2
C37H59N10O16,2,21,176199,z8,2
C37H59N10O16,5,21,30829,z8,2
C37H59N10O16,10,21,18681,z8,2
C37H59N10O16,12,21,18641,z8,2
C37H59N10O16,17,21,5337,z8,2
C55H94N15O19,0,21,74314,z11,3
C55H94N15O19,2,21,21782,z11,3
C55H94N15O19,10,21,23112,z11,3
C57H97N16O20,6,21,24311,z12,3
C57H97N16O20,14,21,26471,z12,3
C62H106N17O21,3,21,36539,z13,3
C62H106N17O21,4,21,1244,z13,3
C62H106N17O21,5,21,22910,z13,3
C62H106N17O21,14,21,2229,z13,3
C62H106N17O21,15,21,6668,z13,3
C77H128N21O29,3,21,24733,z17,4
C95H158N27O36,14,21,106628,z21,5
C16H30N6O6S1,0,22,3923,c5,1
C16H30N6O6S1,2,22,4481,c5,1
C16H30N6O6S1,3,22,4287,c5,1
C16H30N6O6S1,4,22,106946,c5,1
C32H56N10O12S2,11,22,7954,c9,2
C46H80N14O18S2,1,22,8444,c12,3
C68H120N20O23S3,8,22,29513,c16,4
C91H155N25O32S3,10,22,15199,c21,5
C18H29N4O10,7,22,1257,z4,1
C18H29N4O10,11,22,3692,z4,1
C18H29N4O10,13,22,7091,z4,1
C18H29N4O10,15,22,3591,z4,1
C33H52N9O14,5,22,5654,z7,2
C37H59N10O16,0,22,14679,z8,2
C37H59N10O16,3,22,29106,z8,2
C37H59N10O16,5,22,15489,z8,2
C55H94N15O19,2,22,9630,z11,3
C55H94N15O19,5,22,4744,z11,3
C55H94N15O19,13,22,6809,z11,3
C57H97N16O20,4,22,10694,z12,3
C57H97N16O20,5,22,12834,z12,3
C57H97N16O20,6,22,1853,z12,3
C57H97N16O20,13,22,723,z12,3
C57H97N16O20,14,22,15030,z12,3
C62H106N17O21,3,22,12157,z13,3
C62H106N17O21,9,22,6969,z13,3
C74H123N20O27,12,22,4617,z16,4
C77H128N21O29,3,22,12153,z17,4
C95H158N27O36,1,22,40086,z21,5
C95H158N27O36,2,22,25991,z21,5
C95H158N27O36,6,22,3514,z21,5
C95H158N27O36,8,22,4063,z21,5
C95H158N27O36,9,22,17579,z21,5
C16H30N6O6S1,0,23,7412,c5,1
C16H30N6O6S1,2,23,5327,c5,1
C16H30N6O6S1,3,23,1584,c5,1
C16H30N6O6S1,4,23,2764,c5,1
C16H30N6O6S1,6,23,178907,c5,1
C16H30N6O6S1,8,23,16214,c5,1
C16H30N6O6S1,16,23,13108,c5,1
C32H56N10O12S2,0,23,6808,c9,2
C32H56N10O12S2,9,23,27744,c9,2
C32H56N10O12S2,12,23,23377,c9,2
C32H56N10O12S2,13,23,6668,c9,2
C57H101N17O20S3,3,23,9633,c14,3
C68H120N20O23S3,8,23,36977,c16,4
C91H155N25O32S3,9,23,3273,c21,5
C91H155N25O32S3,10,23,26323,c21,5
C93H158N26O33S3,10,23,46255,c22,5
C18H29N4O10,11,23,8092,z4,1
C18H29N4O10,13,23,5989,z4,1
C37H59N10O16,3,23,53239,z8,2
C37H59N10O16,5,23,17605,z8,2
C43H70N11O17,10,23,20089,z9,2
C55H94N15O19,1,23,101736,z11,3
C55H94N15O19,4,23,23471,z11,3
C55H94N15O19,5,23,2494,z11,3
C55H94N15O19,7,23,22191,z11,3
C57H97N16O20,5,23,32823,z12,3
C57H97N16O20,7,23,4217,z12,3
C57H97N16O20,8,23,18267,z12,3
C57H97N16O20,11,23,16559,z12,3
C57H97N16O20,14,23,19699,z12,3
C62H106N17O21,3,23,32357,z13,3
C77H128N21O29,5,23,24926,z17,4
C95H158N27O36,14,23,93441,z21,5
C16H30N6O6S1,1,24,8420,c5,1
C16H30N6O6S1,3,24,270286,c5,1
C16H30N6O6S1,8,24,32000,c5,1
C16H30N6O6S1,9,24,14272,c5,1
C16H30N6O6S1,13,24,11228,c5,1
C32H56N10O12S2,6,24,23192,c9,2
C32H56N10O12S2,8,24,50291,c9,2
C32H56N10O12S2,9,24,53530,c9,2
C91H155N25O32S3,4,24,44016,c21,5
C91H155N25O32S3,5,24,11162,c21,5
C115H197N33O37S3,0,24,49262,c26,6
C115H197N33O37S3,5,24,38913,c26,6
C115H197N33O37S3,6,24,2872,c26,6
C18H29N4O10,3,24,2485,z4,1
C18H29N4O10,7,24,13111,z4,1
C18H29N4O10,9,24,2116,z4,1
C18H29N4O10,11,24,15705,z4,1
C18H29N4O10,13,24,13568,z4,1
C18H29N4O10,15,24,4145,z4,1
C37H59N10O16,0,24,44297,z8,2
C43H70N11O17,10,24,33735,z9,2
C55H94N15O19,0,24,85552,z11,3
C55H94N15O19,11,24,17346,z11,3
C55H94N15O19,12,24,36101,z11,3
C55H94N15O19,13,24,786,z11,3
C57H97N16O20,5,24,36595,z12,3
C57H97N16O20,12,24,19382,z12,3
C62H106N17O21,3,24,34803,z13,3
C95H158N27O36,14,24,117897,z21,5
C16H30N6O6S1,0,25,20876,c5,1
C16H30N6O6S1,4,25,62137,c5,1
C16H30N6O6S1,9,25,17512,c5,1
C16H30N6O6S1,10,25,11519,c5,1
C16H30N6O6S1,15,25,7087,c5,1
C32H56N10O12S2,9,25,25999,c9,2
C38H68N12O13S2,2,25,12658,c10,2
C46H80N14O18S2,4,25,17160,c12,3
C52H92N16O19S2,10,25,94679,c13,3
C52H92N16O19S2,12,25,19545,c13,3
C52H92N16O19S2,14,25,19245,c13,3
C93H158N26O33S3,1,25,78623,c22,5
C115H197N33O37S3,1,25,24643,c26,6
C18H29N4O10,1,25,1740,z4,1
C18H29N4O10,6,25,2877,z4,1
C18H29N4O10,13,25,14134,z4,1
C33H52N9O14,3,25,14623,z7,2
C33H52N9O14,4,25,550,z7,2
C37H59N10O16,5,25,104388,z8,2
C37H59N10O16,8,25,5560,z8,2
C55H94N15O19,7,25,328399,z11,3
C55H94N15O19,10,25,14264,z11,3
C57H97N16O20,5,25,2440,z12,3
C57H97N16O20,6,25,18619,z12,3
C57H97N16O20,7,25,7949,z12,3
C74H123N20O27,1,25,16596,z16,4
C74H123N20O27,9,25,23452,z16,4
C74H123N20O27,12,25,15449,z16,4
C77H128N21O29,4,25,11101,z17,4
C16H30N6O6S1,-1,26,32025,c5,1
C16H30N6O6S1,0,26,12912,c5,1
C16H30N6O6S1,3,26,27128,c5,1
C16H30N6O6S1,4,26,15838,c5,1
C16H30N6O6S1,10,26,26364,c5,1
C16H30N6O6S1,14,26,3956,c5,1
C16H30N6O6S1,16,26,23264,c5,1
C32H56N10O12S2,9,26,38802,c9,2
C46H80N14O18S2,8,26,31444,c12,3
C52H92N16O19S2,9,26,357551,c13,3
C52H92N16O19S2,12,26,29085,c13,3
C91H155N25O32S3,0,26,2469,c21,5
C91H155N25O32S3,1,26,7492,c21,5
C91H155N25O32S3,2,26,1984,c21,5
C91H155N25O32S3,3,26,16651,c21,5
C93H158N26O33S3,-1,26,55238,c22,5
C93H158N26O33S3,0,26,10901,c22,5
C93H158N26O33S3,1,26,5927,c22,5
C18H29N4O10,12,26,5706,z4,1
C18H29N4O10,13,26,12583,z4,1
C33H52N9O14,5,26,13468,z7,2
C37H59N10O16,5,26,125928,z8,2
C37H59N10O16,8,26,24007,z8,2
C55H94N15O19,0,26,21752,z11,3
C55H94N15O19,7,26,283160,z11,3
C57H97N16O20,2,26,5699,z12,3
C57H97N16O20,13,26,12844,z12,3
C57H97N16O20,14,26,11806,z12,3
C57H97N16O20,15,26,1960,z12,3
C95H158N27O36,2,26,18424,z21,5
C16H30N6O6S1,0,27,17141,c5,1
C16H30N6O6S1,4,27,52044,c5,1
C16H30N6O6S1,6,27,18528,c5,1
C16H30N6O6S1,8,27,4682,c5,1
C16H30N6O6S1,9,27,13890,c5,1
C16H30N6O6S1,10,27,4990,c5,1
C16H30N6O6S1,11,27,3537,c5,1
C16H30N6O6S1,16,27,21156,c5,1
C32H56N10O12S2,9,27,39787,c9,2
C38H68N12O13S2,2,27,17879,c10,2
C46H80N14O18S2,7,27,79308,c12,3
C52H92N16O19S2,2,27,19384,c13,3
C91H155N25O32S3,0,27,11881,c21,5
C33H52N9O14,1,27,4058,z7,2
C33H52N9O14,2,27,1954,z7,2
C33H52N9O14,3,27,10565,z7,2
C55H94N15O19,0,27,21787,z11,3
C55H94N15O19,7,27,280067,z11,3
C55H94N15O19,13,27,11749,z11,3
C57H97N16O20,7,27,13353,z12,3
C57H97N16O20,13,27,3148,z12,3
C57H97N16O20,14,27,7584,z12,3
C74H123N20O27,9,27,26914,z16,4
C95H158N27O36,1,27,26037,z21,5
C95H158N27O36,6,27,14022,z21,5
C16H30N6O6S1,7,28,13186,c5,1
C16H30N6O6S1,11,28,29656,c5,1
C32H56N10O12S2,15,28,64755,c9,2
C46H80N14O18S2,-1,28,29481,c12,3
C52H92N16O19S2,12,28,21604,c13,3
C68H120N20O23S3,3,28,20999,c16,4
C18H29N4O10,1,28,1334,z4,1
C18H29N4O10,6,28,2726,z4,1
C18H29N4O10,13,28,11662,z4,1
C33H52N9O14,4,28,8800,z7,2
C55H94N15O19,1,28,9483,z11,3
C55H94N15O19,13,28,11378,z11,3
C57H97N16O20,2,28,19051,z12,3
C57H97N16O20,13,28,4044,z12,3
C57H97N16O20,14,28,3493,z12,3
C57H97N16O20,15,28,8904,z12,3
C74H123N20O27,1,28,4845,z16,4
C74H123N20O27,3,28,21893,z16,4
C74H123N20O27,9,28,30265,z16,4
C77H128N21O29,1,28,71411,z17,4
C95H158N27O36,11,28,36337,z21,5
C767H1213N211O245S5,3,29,184934,precursor,12
C767H1213N211O245S5,4,29,17967,precursor,12
C767H1213N211O245S5,6,29,4573,precursor,12
C767H1213N211O245S5,0,29,102884,precursor,13
C767H1213N211O245S5,2,29,322036,precursor,13
C767H1213N211O245S5,5,29,170006,precursor,13
C767H1213N211O245S5,1,29,991920,precursor,14
C767H1213N211O245S5,4,29,292561,precursor,14
C767H1213N211O245S5,0,29,484818,precursor,15
C767H1213N211O245S5,1,29,1308862,precursor,15
C767H1213N211O245S5,3,29,77734,precursor,15
C767H1213N211O245S5,0,29,2001783,precursor,16
C767H1213N211O245S5,1,29,351907,precursor,16
C767H1213N211O245S5,0,29,1702984,precursor,17
C767H1213N211O245S5,0,29,694544,precursor,18
C11H21N5O5,0,29,5296,c4,1
C16H30N6O6S1,0,29,18524,c5,1
C21H39N7O7S2,-1,29,62771,c6,1
C21H39N7O7S2,0,29,19903,c6,1
C23H42N8O8S2,-1,29,6384,c7,1
C23H42N8O8S2,0,29,81281,c7,1
C32H56N10O12S2,4,29,12260,c9,1
C38H68N12O13S2,0,29,76632,c10,1
C38H68N12O13S2,5,29,10893,c10,1
C43H75N13O16S2,-1,29,23576,c11,1
C43H75N13O16S2,0,29,77711,c11,1
C43H75N13O16S2,8,29,12464,c11,1
C46H80N14O18S2,-1,29,8430,c12,1
C46H80N14O18S2,0,29,84204,c12,1
C46H80N14O18S2,1,29,194,c12,1
C46H80N14O18S2,8,29,286,c12,1
C46H80N14O18S2,9,29,22502,c12,1
C46H80N14O18S2,12,29,20389,c12,1
C52H92N16O19S2,0,29,42485,c13,1
C52H92N16O19S2,5,29,18349,c13,1
C52H92N16O19S2,7,29,12288,c13,1
C52H92N16O19S2,0,29,97532,c13,2
C57H101N17O20S3,8,29,17910,c14,1
C57H101N17O20S3,9,29,966,c14,1
C57H101N17O20S3,10,29,2189,c14,1
C57H101N17O20S3,11,29,7319,c14,1
C57H101N17O20S3,12,29,1320,c14,1
C57H101N17O20S3,0,29,117497,c14,2
C57H101N17O20S3,1,29,1783,c14,2
C62H109N19O22S3,0,29,57995,c15,2
C68H120N20O23S3,0,29,148070,c16,2
C77H134N22O26S3,0,29,23992,c18,2
C77H134N22O26S3,1,29,1061,c18,2
C77H134N22O26S3,2,29,762,c18,2
C82H141N23O29S3,0,29,182896,c19,2
C82H141N23O29S3,7,29,37444,c19,2
C82H141N23O29S3,0,29,12442,c19,3
C93H158N26O33S3,-1,29,23169,c22,2
C93H158N26O33S3,0,29,78668,c22,2
C99H170N30O34S3,6,29,50095,c23,2
C99H170N30O34S3,8,29,15238,c23,2
C99H170N30O34S3,9,29,18371,c23,2
C99H170N30O34S3,0,29,122539,c23,3
C110H188N32O36S3,4,29,25261,c25,2
C110H188N32O36S3,0,29,8844,c25,3
C115H197N33O37S3,0,29,31654,c26,2
C115H197N33O37S3,3,29,15418,c26,2
C115H197N33O37S3,4,29,31357,c26,2
C115H197N33O37S3,0,29,44498,c26,3
C115H197N33O37S3,1,29,12065,c26,3
C121H208N34O38S3,-1,29,40858,c27,2
C121H208N34O38S3,1,29,50668,c27,2
C121H208N34O38S3,-1,29,17783,c27,3
C121H208N34O38S3,0,29,86975,c27,3
C121H208N34O38S3,0,29,36976,c27,4
C130H221N37O41S3,-1,29,4450,c29,3
C130H221N37O41S3,3,29,21281,c29,3
C139H230N38O42S3,-1,29,1423,c30,3
C139H230N38O42S3,0,29,51278,c30,3
C139H230N38O42S3,-1,29,18948,c30,4
C139H230N38O42S3,0,29,30278,c30,4
C144H237N39O45S3,0,29,12080,c31,3
C144H237N39O45S3,1,29,37697,c31,3
C144H237N39O45S3,0,29,36682,c31,4
C152H249N41O48S3,0,29,79573,c33,3
C152H249N41O48S3,1,29,59580,c33,3
C152H249N41O48S3,2,29,9173,c33,3
C152H249N41O48S3,-1,29,2854,c33,4
C152H249N41O48S3,0,29,10752,c33,4
C155H254N42O50S3,0,29,68954,c34,3
C155H254N42O50S3,1,29,34293,c34,3
C155H254N42O50S3,-1,29,18033,c34,4
C155H254N42O50S3,0,29,70846,c34,4
C159H259N43O53S3,6,29,41747,c35,3
C159H259N43O53S3,-1,29,25408,c35,4
C159H259N43O53S3,0,29,320,c35,4
C168H268N44O55S3,0,29,24620,c36,3
C168H268N44O55S3,1,29,19595,c36,3
C168H268N44O55S3,-1,29,30263,c36,4
C168H268N44O55S3,1,29,24033,c36,4
C171H273N45O57S3,0,29,50031,c37,3
C171H273N45O57S3,1,29,29309,c37,3
C171H273N45O57S3,4,29,9166,c37,3
C171H273N45O57S3,-1,29,23255,c37,4
C171H273N45O57S3,0,29,104150,c37,4
C171H273N45O57S3,2,29,4797,c37,4
C175H279N47O59S3,-1,29,19453,c38,4
C175H279N47O59S3,0,29,27243,c38,4
C181H290N48O60S3,0,29,11248,c39,4
C187H297N51O61S3,-1,29,24559,c40,4
C187H297N51O61S3,0,29,59644,c40,4
C187H297N51O61S3,3,29,13035,c40,4
C187H297N51O61S3,8,29,16118,c40,4
C187H297N51O61S3,11,29,9334,c40,4
C187H297N51O61S3,-1,29,390,c40,5
C187H297N51O61S3,0,29,29282,c40,5
C197H312N54O66S3,1,29,36952,c42,4
C201H319N55O68S3,10,29,58434,c43,4
C201H319N55O68S3,11,29,2544,c43,4
C207H330N56O69S3,-1,29,8428,c44,5
C210H335N57O70S3,0,29,64363,c45,4
C210H335N57O70S3,9,29,13658,c45,4
C210H335N57O70S3,-1,29,33120,c45,5
C210H335N57O70S3,1,29,11297,c45,5
C218H347N59O73S3,-1,29,109909,c47,4
C218H347N59O73S3,1,29,25878,c47,4
C218H347N59O73S3,5,29,11008,c47,4
C218H347N59O73S3,-1,29,26399,c47,5
C218H347N59O73S3,0,29,90529,c47,5
C221H352N60O75S3,1,29,6085,c48,4
C221H352N60O75S3,3,29,27650,c48,4
C221H352N60O75S3,-1,29,136311,c48,5
C221H352N60O75S3,2,29,16443,c48,5
C221H352N60O75S3,0,29,48789,c48,6
C221H352N60O75S3,1,29,1122,c48,6
C221H352N60O75S3,4,29,17650,c48,6
C226H361N61O76S3,-1,29,19888,c49,5
C226H361N61O76S3,0,29,42281,c49,5
C235H370N62O77S3,-1,29,11877,c50,5
C235H370N62O77S3,0,29,77187,c50,5
C235H370N62O77S3,1,29,3490,c50,5
C235H370N62O77S3,2,29,42158,c50,5
C235H370N62O77S3,0,29,30254,c50,6
C235H370N62O77S3,2,29,12089,c50,6
C241H382N64O78S3,0,29,41537,c51,4
C241H382N64O78S3,3,29,36087,c51,4
C241H382N64O78S3,5,29,12091,c51,4
C241H382N64O78S3,-1,29,37352,c51,5
C241H382N64O78S3,1,29,18112,c51,5
C241H382N64O78S3,2,29,103525,c51,5
C241H382N64O78S3,-1,29,5956,c51,6
C241H382N64O78S3,0,29,90143,c51,6
C241H382N64O78S3,2,29,15174,c51,6
C244H387N65O80S3,-1,29,63593,c52,5
C244H387N65O80S3,0,29,29703,c52,5
C244H387N65O80S3,7,29,762,c52,5
C244H387N65O80S3,8,29,267,c52,5
